#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_11_x2_japan_ca,cl",,279,gun_11_x2,japan,"ca,cl",,,,,,,,,,,,,,,,,,,,,pola_gun_203_x2,1.45,1.56,1.25,,,,,,,,,,,
"gun_11_x3_japan_ca,cl",,279,gun_11_x3,japan,"ca,cl",,,,,,,,,,,,,,,,,,,,,pola_gun_203_x3,1.45,1.56,1.25,,,,,,,,,,,
"gun_12_x1_japan_ca,cl",,305,gun_12_x1,japan,"ca,cl",,,,,,,,,,,,,,,,,,,,,pola_gun_203_x1,1.6,1.74,1.25,,,,,,,,,,,
"gun_12_x2_japan_ca,cl",,305,gun_12_x2,japan,"ca,cl",,,,,,,,,,,,,,,,,,,,,pola_gun_203_x2,1.6,1.74,1.25,,,,,,,,,,,
"gun_12_x3_japan_ca,cl",,305,gun_12_x3,japan,"ca,cl",,,,,,,,,,,,,,,,,,,,,pola_gun_203_x3,1.6,1.74,1.25,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_3_x1_britain, usa_dd",,76,gun_3_x1,"britain, usa",dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x1,0.9,0.95,1.2,,akizuki_gun_b_127_x1,0.91,0.96,1.22,,,,,,,,,,,
"gun_3_x2_britain, usa_dd",,76,gun_3_x2,"britain, usa",dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x2,0.9,0.95,1.2,,akizuki_gun_b_127_x2,0.91,0.96,1.22,,,,,,,,,,,
"gun_3_x3_britain, usa_dd",,76,gun_3_x3,"britain, usa",dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x3,0.9,0.95,1.2,,akizuki_gun_b_127_x3,0.91,0.96,1.22,,,,,,,,,,,
"gun_4_x1_britain, usa_dd",,102,gun_4_x1,"britain, usa",dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x1,0.975,1.12,1.2,,akizuki_gun_b_127_x1,0.99,1.13,1.22,,,,,,,,,,,
"gun_4_x2_britain, usa_dd",,102,gun_4_x2,"britain, usa",dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x2,0.975,1.12,1.2,,akizuki_gun_b_127_x2,0.99,1.13,1.22,,,,,,,,,,,
"gun_4_x3_britain, usa_dd",,102,gun_4_x3,"britain, usa",dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x3,0.975,1.12,1.2,,akizuki_gun_b_127_x3,0.99,1.13,1.22,,,,,,,,,,,
gun_5_x1_britain_dd,,127,gun_5_x1,britain,dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x1,1.15,1.365,1.2,,akizuki_gun_b_127_x1,1.16,1.38,1.22,,,,,,,,,,,
gun_5_x2_britain_dd,,127,gun_5_x2,britain,dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x2,1.15,1.365,1.2,,akizuki_gun_b_127_x2,1.16,1.38,1.22,,,,,,,,,,,
gun_5_x3_britain_dd,,127,gun_5_x3,britain,dd,,,,,,,,,,,,,,,,akizuki_gun_b_127_x3,1.15,1.365,1.2,,akizuki_gun_b_127_x3,1.16,1.38,1.22,,,,,,,,,,,
"gun_2_x1_usa_bb, bc,ca,cl",,51,gun_2_x1,usa,"bb, bc,ca,cl",,,,,,,,,,,maine_gun_230_x1,0.76,0.79,3.75,,,,,,,,,,,,,,,,,,,,,
"gun_2_x2_usa_bb, bc,ca,cl",,51,gun_2_x2,usa,"bb, bc,ca,cl",maine_gun_152_x2,0.8,0.8775,0.8,,maine_gun_230_x2,0.75,0.78,3.7,,maine_gun_230_x2,0.76,0.79,3.75,,,,,,,,,,,,,,,,,,,,,
"gun_2_x3_usa_bb, bc,ca,cl",,51,gun_2_x3,usa,"bb, bc,ca,cl",maine_gun_152_x3,0.8,0.8775,0.8,,maine_gun_230_x3,0.75,0.78,3.7,,maine_gun_230_x3,0.76,0.79,3.75,,,,,,,,,,,,,,,,,,,,,
"gun_3_x1_usa_bb, bc,ca,cl",,76,gun_3_x1,usa,"bb, bc,ca,cl",,,,,,,,,,,maine_gun_230_x1,0.76,0.79,3.75,,,,,,,,,,,,,,,,,,,,,
"gun_3_x2_usa_bb, bc,ca,cl",,76,gun_3_x2,usa,"bb, bc,ca,cl",maine_gun_152_x2,0.9,0.975,0.8,,maine_gun_230_x2,0.8,0.83,3.7,,maine_gun_230_x2,0.81,0.84,3.75,,,,,,,,,,,,,,,,,,,,,
"gun_3_x3_usa_bb, bc,ca,cl",,76,gun_3_x3,usa,"bb, bc,ca,cl",maine_gun_152_x3,0.9,0.975,0.8,,maine_gun_230_x3,0.8,0.83,3.7,,maine_gun_230_x3,0.81,0.84,3.75,,,,,,,,,,,,,,,,,,,,,
"gun_4_x1_usa_bb, bc,ca,cl",,102,gun_4_x1,usa,"bb, bc,ca,cl",maine_gun_152_x1,1,1.0725,0.8,,maine_gun_230_x1,0.85,0.8775,2.44,,maine_gun_230_x1,0.86,0.89,2.46,,,,,,,,,,,,,,,,,,,,,
"gun_4_x2_usa_bb, bc,ca,cl",,102,gun_4_x2,usa,"bb, bc,ca,cl",maine_gun_152_x2,1,1.0725,0.8,,maine_gun_230_x2,0.85,0.8775,2.44,,maine_gun_230_x2,0.86,0.89,2.46,,,,,,,,,,,,,,,,,,,,,
"gun_4_x3_usa_bb, bc,ca,cl",,102,gun_4_x3,usa,"bb, bc,ca,cl",maine_gun_152_x3,1,1.0725,0.8,,maine_gun_230_x3,0.85,0.8775,2.44,,maine_gun_230_x3,0.86,0.89,2.46,,,,,,,,,,,,,,,,,,,,,
"gun_5_x1_usa_bb, bc,ca",,127,gun_5_x1,usa,"bb, bc,ca",maine_gun_152_x1,1.1,1.17,0.8,,maine_gun_230_x1,0.9,0.926,1.45,,maine_gun_230_x1,0.91,0.94,1.5,,,,,,,,,,,,,,,,,,,,,
"gun_5_x2_usa_bb, bc,ca",,127,gun_5_x2,usa,"bb, bc,ca",maine_gun_152_x2,1.1,1.17,0.8,,maine_gun_230_x2,0.9,0.926,1.45,,maine_gun_230_x2,0.91,0.94,1.5,,,,,,,,,,,,,,,,,,,,,
"gun_5_x3_usa_bb, bc,ca",,127,gun_5_x3,usa,"bb, bc,ca",maine_gun_152_x3,1.1,1.17,0.8,,maine_gun_230_x3,0.9,0.926,1.45,,maine_gun_230_x3,0.91,0.94,1.5,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_usa_cl,,127,gun_5_x1,usa,cl,maine_gun_152_x1,1.1,1.17,0.8,,maine_gun_230_x1,0.95,0.926,1.45,,maine_gun_230_x1,0.96,0.94,1.5,,atl_gun_125_x1,1,0.975,1.18,,atl_gun_125_x1,1.025,1.1,1.2,,,,,,,,,,,
gun_5_x2_usa_cl,,127,gun_5_x2,usa,cl,maine_gun_152_x2,1.1,1.17,0.8,,maine_gun_230_x2,0.95,0.926,1.45,,maine_gun_230_x2,0.96,0.94,1.5,,atl_gun_125_x2,1,0.975,1.18,,atl_gun_125_x2,1.025,1.1,1.2,,,,,,,,,,,
gun_5_x3_usa_cl,,127,gun_5_x3,usa,cl,maine_gun_152_x3,1.1,1.17,0.8,,maine_gun_230_x3,0.95,0.926,1.45,,maine_gun_230_x3,0.96,0.94,1.5,,atl_gun_125_x3,1,0.975,1.18,,atl_gun_125_x3,1.025,1.1,1.2,,,,,,,,,,,
gun_6_x1_usa_cl,,152,gun_6_x1,usa,cl,maine_gun_254_x1,0.9,0.926,1.565,,maine_gun_254_x1_b,0.91,0.938,1.58,,maine_gun_254_x1_b,0.92,0.95,1.27,,brooklyn_gun_152_x1,1,1.0725,1.3,,brooklyn_gun_152_x1,1.01,1.08,1.33,,,,,,,,,,,
gun_6_x2_usa_cl,,152,gun_6_x2,usa,cl,maine_gun_254_x2,0.9,0.926,1.565,,maine_gun_254_x2_b,0.91,0.938,1.58,,maine_gun_254_x2_b,0.92,0.95,1.27,,brooklyn_gun_152_x2,1,1.0725,1.3,,brooklyn_gun_152_x2,1.01,1.08,1.33,,,,,,,,,,,
gun_6_x3_usa_cl,,152,gun_6_x3,usa,cl,maine_gun_254_x3,0.9,0.926,1.565,,maine_gun_254_x3_b,0.91,0.938,1.58,,maine_gun_254_x3_b,0.92,0.95,1.27,,brooklyn_gun_152_x3,1,1.0725,1.3,,brooklyn_gun_152_x3,1.01,1.08,1.33,,,,,,,,,,,
gun_3_x1_usa_dd,,76,gun_3_x1,usa,dd,maine_gun_152_x1,0.9,0.975,0.8,,maine_gun_230_x1,0.85,0.8775,3.7,,maine_gun_230_x1,0.86,0.89,3.75,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_usa_dd,,76,gun_3_x2,usa,dd,maine_gun_152_x2,0.9,0.975,0.8,,maine_gun_230_x2,0.85,0.8775,3.7,,maine_gun_230_x2,0.86,0.89,3.75,,,,,,,,,,,,,,,,,,,,,
gun_3_x3_usa_dd,,76,gun_3_x3,usa,dd,maine_gun_152_x3,0.9,0.975,0.8,,maine_gun_230_x3,0.85,0.8775,3.7,,maine_gun_230_x3,0.86,0.89,3.75,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_usa_dd,,102,gun_4_x1,usa,dd,maine_gun_152_x1,1,1.07,0.8,,maine_gun_230_x1,0.9,0.926,2.44,,maine_gun_230_x1,0.91,0.94,2.46,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_usa_dd,,102,gun_4_x2,usa,dd,maine_gun_152_x2,1,1.07,0.8,,maine_gun_230_x2,0.9,0.926,2.44,,maine_gun_230_x2,0.91,0.94,2.46,,,,,,,,,,,,,,,,,,,,,
gun_4_x3_usa_dd,,102,gun_4_x3,usa,dd,maine_gun_152_x3,1,1.07,0.8,,maine_gun_230_x3,0.9,0.926,2.44,,maine_gun_230_x3,0.91,0.94,2.46,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_usa_dd,,127,gun_5_x1,usa,dd,maine_gun_152_x1,1.1,1.17,0.8,,maine_gun_230_x1,0.95,0.975,1.45,,maine_gun_230_x1,0.96,0.99,1.5,,atl_gun_125_x1,1,1.0725,1.18,,atl_gun_125_x1,1.025,1.1,1.2,,,,,,,,,,,
gun_5_x2_usa_dd,,127,gun_5_x2,usa,dd,maine_gun_152_x2,1.1,1.17,0.8,,maine_gun_230_x2,0.95,0.975,1.45,,maine_gun_230_x2,0.96,0.99,1.5,,atl_gun_125_x2,1,1.0725,1.18,,atl_gun_125_x2,1.025,1.1,1.2,,,,,,,,,,,
gun_5_x3_usa_dd,,127,gun_5_x3,usa,dd,maine_gun_152_x3,1.1,1.17,0.8,,maine_gun_230_x3,0.95,0.975,1.45,,maine_gun_230_x3,0.96,0.99,1.5,,atl_gun_125_x3,1,1.0725,1.18,,atl_gun_125_x3,1.025,1.1,1.2,,,,,,,,,,,
gun_6_x1_usa_ca,,152,gun_6_x1,usa,ca,maine_gun_254_x1,0.9,0.926,1.565,,maine_gun_254_x1_b,0.91,0.94,1.58,,maine_gun_254_x1_b,0.96,1.02,1.27,,brooklyn_gun_152_x1,1,1.0725,1.3,,brooklyn_gun_152_x1,1.01,1.1,1.33,,,,,,,,,,,
gun_6_x2_usa_ca,,152,gun_6_x2,usa,ca,maine_gun_254_x2,0.9,0.926,1.565,,maine_gun_254_x2_b,0.91,0.94,1.58,,maine_gun_254_x2_b,0.96,1.02,1.27,,brooklyn_gun_152_x2,1,1.0725,1.3,,brooklyn_gun_152_x2,1.01,1.1,1.33,,,,,,,,,,,
gun_6_x3_usa_ca,,152,gun_6_x3,usa,ca,maine_gun_254_x3,0.9,0.926,1.565,,maine_gun_254_x3_b,0.91,0.94,1.58,,maine_gun_254_x3_b,0.96,1.02,1.27,,brooklyn_gun_152_x3,1,1.0725,1.3,,brooklyn_gun_152_x3,1.01,1.1,1.33,,,,,,,,,,,
"gun_6_x1_usa_bb, bc",,152,gun_6_x1,usa,"bb, bc",maine_gun_254_x1,0.9,0.926,1.465,,maine_gun_254_x1_b,0.91,0.94,1.48,,maine_gun_254_x1_b,0.96,1.037,1.27,,atl_gun_125_x1,1.1,1.17,1.18,,atl_gun_125_x1,1.11,1.18,1.2,,,,,,,,,,,
"gun_6_x2_usa_bb, bc",,152,gun_6_x2,usa,"bb, bc",maine_gun_254_x2,0.9,0.926,1.465,,maine_gun_254_x2_b,0.91,0.94,1.48,,maine_gun_254_x2_b,0.96,1.037,1.27,,atl_gun_125_x2,1.1,1.17,1.18,,atl_gun_125_x2,1.11,1.18,1.2,,,,,,,,,,,
"gun_6_x3_usa_bb, bc",,152,gun_6_x3,usa,"bb, bc",maine_gun_254_x3,0.9,0.926,1.465,,maine_gun_254_x3_b,0.91,0.94,1.48,,maine_gun_254_x3_b,0.96,1.037,1.27,,atl_gun_125_x3,1.1,1.17,1.18,,atl_gun_125_x3,1.11,1.18,1.2,,,,,,,,,,,
"gun_7_x1_usa_ca,cl",,178,gun_7_x1,usa,"ca,cl",maine_gun_254_x1,0.95,0.995,1.265,,maine_gun_254_x1_b,0.96,1.007,1.28,,ny_gun_356_x1,0.81,0.83,1.27,,brooklyn_gun_152_x1,1.1,1.17,1.3,,brooklyn_gun_152_x1,1.11,1.18,1.32,,,,,,,,,,,
"gun_7_x2_usa_ca,cl",,178,gun_7_x2,usa,"ca,cl",maine_gun_254_x2,0.95,0.995,1.265,,maine_gun_254_x2_b,0.96,1.007,1.28,,ny_gun_356_x2,0.81,0.83,1.27,,brooklyn_gun_152_x2,1.1,1.17,1.3,,brooklyn_gun_152_x2,1.11,1.18,1.32,,,,,,,,,,,
"gun_7_x3_usa_ca,cl",,178,gun_7_x3,usa,"ca,cl",maine_gun_254_x3,0.95,0.995,1.265,,maine_gun_254_x3_b,0.96,1.007,1.28,,ny_gun_356_x3,0.81,0.83,1.27,,brooklyn_gun_152_x3,1.1,1.17,1.3,,brooklyn_gun_152_x3,1.11,1.18,1.32,,,,,,,,,,,
"gun_7_x1_usa_bb, bc",,178,gun_7_x1,usa,"bb, bc",maine_gun_254_x1,0.95,0.995,1.165,,maine_gun_254_x1_b,0.96,1.007,1.185,,maine_gun_254_x1_b,1.06,1.11,1.2,,atl_gun_125_x1,1.2,1.27,1.18,,atl_gun_125_x1,1.215,1.28,1.29,,,,,,,,,,,
"gun_7_x2_usa_bb, bc",,178,gun_7_x2,usa,"bb, bc",maine_gun_254_x2,0.95,0.995,1.165,,maine_gun_254_x2_b,0.96,1.007,1.185,,maine_gun_254_x2_b,1.06,1.11,1.2,,atl_gun_125_x2,1.2,1.27,1.18,,atl_gun_125_x2,1.215,1.28,1.29,,,,,,,,,,,
"gun_7_x3_usa_bb, bc",,178,gun_7_x3,usa,"bb, bc",maine_gun_254_x3,0.95,0.995,1.165,,maine_gun_254_x3_b,0.96,1.007,1.185,,maine_gun_254_x3_b,1.06,1.11,1.2,,atl_gun_125_x3,1.2,1.27,1.18,,atl_gun_125_x3,1.215,1.28,1.29,,,,,,,,,,,
"gun_8_x1_usa_ca,cl",,203,gun_8_x1,usa,"ca,cl",maine_gun_254_x1,1.02,1.08,1.165,,maine_gun_254_x1_b,1.033,1.097,1.185,,ny_gun_356_x1,0.85,0.87,1.27,,brooklyn_gun_b_152_x1,1.175,1.22,1.3,,brooklyn_gun_b_152_x1,1.19,1.23,1.32,,,,,,,,,,,
"gun_8_x2_usa_ca,cl",,203,gun_8_x2,usa,"ca,cl",maine_gun_254_x2,1.02,1.08,1.165,,maine_gun_254_x2_b,1.033,1.097,1.185,,ny_gun_356_x2,0.85,0.87,1.27,,brooklyn_gun_b_152_x2,1.175,1.22,1.3,,brooklyn_gun_b_152_x2,1.19,1.23,1.32,,,,,,,,,,,
"gun_8_x3_usa_ca,cl",,203,gun_8_x3,usa,"ca,cl",maine_gun_254_x3,1.02,1.08,1.165,,maine_gun_254_x3_b,1.033,1.097,1.185,,ny_gun_356_x3,0.85,0.87,1.27,,brooklyn_gun_b_152_x3,1.175,1.22,1.3,,brooklyn_gun_b_152_x3,1.19,1.23,1.32,,,,,,,,,,,
"gun_8_x1_usa_bb, bc",,203,gun_8_x1,usa,"bb, bc",maine_gun_254_x1,1.02,1.08,1.165,,maine_gun_254_x1_b,1.033,1.097,1.185,,maine_gun_254_x1_b,1.14,1.18,1.2,,atl_gun_125_x1,1.3,1.365,1.27,,atl_gun_125_x1,1.31,1.38,1.29,,,,,,,,,,,
"gun_8_x2_usa_bb, bc",,203,gun_8_x2,usa,"bb, bc",maine_gun_254_x2,1.02,1.08,1.165,,maine_gun_254_x2_b,1.033,1.097,1.185,,maine_gun_254_x2_b,1.14,1.18,1.2,,atl_gun_125_x2,1.3,1.365,1.27,,atl_gun_125_x2,1.31,1.38,1.29,,,,,,,,,,,
"gun_8_x3_usa_bb, bc",,203,gun_8_x3,usa,"bb, bc",maine_gun_254_x3,1.02,1.08,1.165,,maine_gun_254_x3_b,1.033,1.097,1.185,,maine_gun_254_x3_b,1.14,1.18,1.2,,atl_gun_125_x3,1.3,1.365,1.27,,atl_gun_125_x3,1.31,1.38,1.29,,,,,,,,,,,
"gun_9_x1_usa_bb, bc,ca,cl",,229,gun_9_x1,usa,"bb, bc,ca,cl",maine_gun_254_x1_a,0.95,1.02,1.15,,maine_gun_254_x1_b,0.96,1.037,1.17,,ny_gun_356_x1,0.89,0.92,1.27,,brooklyn_gun_b_152_x1,1.25,1.29,1.3,,brooklyn_gun_b_152_x1,1.27,1.31,1.32,,,,,,,,,,,
"gun_9_x2_usa_bb, bc,ca,cl",,229,gun_9_x2,usa,"bb, bc,ca,cl",maine_gun_254_x2_a,0.95,1.02,1.15,,maine_gun_254_x2_b,0.96,1.037,1.17,,ny_gun_356_x2,0.89,0.92,1.27,,brooklyn_gun_b_152_x2,1.25,1.29,1.3,,brooklyn_gun_b_152_x2,1.27,1.31,1.32,,,,,,,,,,,
"gun_9_x3_usa_bb, bc,ca,cl",,229,gun_9_x3,usa,"bb, bc,ca,cl",maine_gun_254_x3_a,0.95,1.02,1.15,,maine_gun_254_x3_b,0.96,1.037,1.17,,ny_gun_356_x3,0.89,0.92,1.27,,brooklyn_gun_b_152_x3,1.25,1.29,1.3,,brooklyn_gun_b_152_x3,1.27,1.31,1.32,,,,,,,,,,,
"gun_10_x1_usa_bb, bc,ca,cl",,254,gun_10_x1,usa,"bb, bc,ca,cl",maine_gun_254_x1_a,1.05,1.12,1.15,,ny_gun_356_x1,0.92,0.94,1.2,,ny_gun_356_x1,0.94,0.97,1.22,,brooklyn_gun_b_152_x1,1.325,1.365,1.3,,brooklyn_gun_b_152_x1,1.34,1.38,1.32,,,,,,,,,,,
"gun_10_x2_usa_bb, bc,ca,cl",,254,gun_10_x2,usa,"bb, bc,ca,cl",maine_gun_254_x2_a,1.05,1.12,1.15,,ny_gun_356_x2,0.92,0.94,1.2,,ny_gun_356_x2,0.94,0.97,1.22,,brooklyn_gun_b_152_x2,1.325,1.365,1.3,,brooklyn_gun_b_152_x2,1.34,1.38,1.32,,,,,,,,,,,
"gun_10_x3_usa_bb, bc,ca,cl",,254,gun_10_x3,usa,"bb, bc,ca,cl",maine_gun_254_x3_a,1.05,1.12,1.15,,ny_gun_356_x3,0.92,0.94,1.2,,ny_gun_356_x3,0.94,0.97,1.22,,brooklyn_gun_b_152_x3,1.325,1.365,1.3,,brooklyn_gun_b_152_x3,1.34,1.38,1.32,,,,,,,,,,,
"gun_11_x1_usa_bb, bc,ca,cl",,279,gun_11_x1,usa,"bb, bc,ca,cl",maine_gun_254_x1_a,1.15,1.316,1.15,,ny_gun_356_x1,0.97,0.99,1.2,,ny_gun_356_x1,0.99,1.017,1.22,,brooklyn_gun_b_152_x1,1.4,1.44,1.3,,iowa_gun_406_x1,0.69,0.71,1.33,,,,,,,,,,,
"gun_11_x2_usa_bb, bc,ca,cl",,279,gun_11_x2,usa,"bb, bc,ca,cl",maine_gun_254_x2_a,1.15,1.316,1.15,,ny_gun_356_x2,0.97,0.99,1.2,,ny_gun_356_x2,0.99,1.017,1.22,,brooklyn_gun_b_152_x2,1.4,1.44,1.3,,iowa_gun_406_x2,0.69,0.71,1.33,,,,,,,,,,,
"gun_11_x3_usa_bb, bc,ca,cl",,279,gun_11_x3,usa,"bb, bc,ca,cl",maine_gun_254_x3_a,1.15,1.316,1.15,,ny_gun_356_x3,0.97,0.99,1.2,,ny_gun_356_x3,0.99,1.017,1.22,,brooklyn_gun_b_152_x3,1.4,1.44,1.3,,iowa_gun_406_x3,0.69,0.71,1.33,,,,,,,,,,,
"gun_12_x1_usa_bb, bc,ca,cl",,305,gun_12_x1,usa,"bb, bc,ca,cl",maine_gun_254_x1_a,1.35,1.56,1.2,,ny_gun_356_x1,1.018,1.044,1.2,,ny_gun_356_x1,1.04,1.07,1.22,,brooklyn_gun_b_152_x1,1.475,1.51,1.3,,iowa_gun_406_x1,0.725,0.74,1.33,,,,,,,,,,,
"gun_12_x2_usa_bb, bc,ca,cl",,305,gun_12_x2,usa,"bb, bc,ca,cl",maine_gun_254_x2_a,1.35,1.56,1.2,,ny_gun_356_x2,1.018,1.044,1.2,,ny_gun_356_x2,1.04,1.07,1.22,,brooklyn_gun_b_152_x2,1.475,1.51,1.3,,iowa_gun_406_x2,0.725,0.74,1.33,,,,,,,,,,,
"gun_12_x3_usa_bb, bc,ca",,305,gun_12_x3,usa,"bb, bc,ca",maine_gun_254_x3_a,1.35,1.56,1.2,,ny_gun_356_x3,1.018,1.044,1.2,,ny_gun_356_x3,1.04,1.07,1.22,,brooklyn_gun_b_152_x3,1.475,1.51,1.3,,iowa_gun_406_x3,0.725,0.74,1.33,,,,,,,,,,,
"gun_13_x1_usa_bb, bc,ca",,330,gun_13_x1,usa,"bb, bc,ca",maine_gun_254_x1_a,1.6,1.755,1.15,,ny_gun_356_x1,1.07,1.1,1.2,,ny_gun_356_x1,1.1,1.13,1.22,,brooklyn_gun_b_152_x1,1.55,1.58,1.3,,iowa_gun_406_x1,0.76,0.79,1.33,,,,,,,,,,,
"gun_13_x2_usa_bb, bc,ca",,330,gun_13_x2,usa,"bb, bc,ca",maine_gun_254_x2_a,1.6,1.755,1.15,,ny_gun_356_x2,1.07,1.1,1.2,,ny_gun_356_x2,1.1,1.13,1.22,,brooklyn_gun_b_152_x2,1.55,1.58,1.3,,iowa_gun_406_x2,0.76,0.79,1.33,,,,,,,,,,,
"gun_13_x3_usa_bb, bc,ca",,330,gun_13_x3,usa,"bb, bc,ca",maine_gun_254_x3_a,1.6,1.755,1.15,,ny_gun_356_x3,1.07,1.1,1.2,,ny_gun_356_x3,1.1,1.13,1.22,,brooklyn_gun_b_152_x3,1.55,1.58,1.3,,iowa_gun_406_x3,0.76,0.79,1.33,,,,,,,,,,,
"gun_14_x1_usa_bb, bc,ca",,356,gun_14_x1,usa,"bb, bc,ca",ny_gun_356_x1,1.1,1.12,1.18,,ny_gun_356_x1,1.13,1.15,1.2,,ny_gun_356_x1,1.15,1.18,1.22,,brooklyn_gun_b_152_x1,1.625,1.66,1.3,,iowa_gun_406_x1,0.81,0.85,1.33,,,,,,,,,,,
"gun_14_x2_usa_bb, bc,ca",,356,gun_14_x2,usa,"bb, bc,ca",ny_gun_356_x2,1.1,1.12,1.18,,ny_gun_356_x2,1.13,1.15,1.2,,ny_gun_356_x2,1.15,1.18,1.22,,brooklyn_gun_b_152_x2,1.625,1.66,1.3,,iowa_gun_406_x2,0.81,0.85,1.33,,,,,,,,,,,
"gun_14_x3_usa_bb, bc,ca",,356,gun_14_x3,usa,"bb, bc,ca",ny_gun_356_x3,1.1,1.12,1.18,,ny_gun_356_x3,1.13,1.15,1.2,,ny_gun_356_x3,1.15,1.18,1.22,,brooklyn_gun_b_152_x3,1.625,1.66,1.3,,iowa_gun_406_x3,0.81,0.85,1.33,,,,,,,,,,,
"gun_15_x1_usa_bb, bc,ca",,381,gun_15_x1,usa,"bb, bc,ca",ny_gun_356_x1,1.15,1.19,1.18,,ny_gun_356_x1,1.18,1.22,1.2,,ny_gun_356_x1,1.21,1.25,1.22,,brooklyn_gun_b_152_x1,1.7,1.73,1.3,,iowa_gun_406_x1,0.87,0.9,1.33,,,,,,,,,,,
"gun_15_x2_usa_bb, bc,ca",,381,gun_15_x2,usa,"bb, bc,ca",ny_gun_356_x2,1.15,1.19,1.18,,ny_gun_356_x2,1.18,1.22,1.2,,ny_gun_356_x2,1.21,1.25,1.22,,brooklyn_gun_b_152_x2,1.7,1.73,1.3,,iowa_gun_406_x2,0.87,0.9,1.33,,,,,,,,,,,
"gun_15_x3_usa_bb, bc,ca",,381,gun_15_x3,usa,"bb, bc,ca",ny_gun_356_x3,1.15,1.19,1.18,,ny_gun_356_x3,1.18,1.22,1.2,,ny_gun_356_x3,1.21,1.25,1.22,,brooklyn_gun_b_152_x3,1.7,1.73,1.3,,iowa_gun_406_x3,0.87,0.9,1.33,,,,,,,,,,,
"gun_16_x1_usa_bb, bc,ca",,406,gun_16_x1,usa,"bb, bc,ca",ny_gun_356_x1,1.22,1.29,1.18,,ny_gun_356_x1,1.25,1.32,1.2,,brooklyn_gun_b_152_x1,1.75,1.78,1.28,,brooklyn_gun_b_152_x1,1.775,1.8,1.3,,iowa_gun_406_x1,0.92,0.96,1.33,,,,,,,,,,,
"gun_16_x2_usa_bb, bc,ca",,406,gun_16_x2,usa,"bb, bc,ca",ny_gun_356_x2,1.22,1.29,1.18,,ny_gun_356_x2,1.25,1.32,1.2,,brooklyn_gun_b_152_x2,1.75,1.78,1.28,,brooklyn_gun_b_152_x2,1.775,1.8,1.3,,iowa_gun_406_x2,0.92,0.96,1.33,,,,,,,,,,,
"gun_16_x3_usa_bb, bc,ca",,406,gun_16_x3,usa,"bb, bc,ca",ny_gun_356_x3,1.22,1.29,1.18,,ny_gun_356_x3,1.25,1.32,1.2,,brooklyn_gun_b_152_x3,1.75,1.78,1.28,,brooklyn_gun_b_152_x3,1.775,1.8,1.3,,iowa_gun_406_x3,0.92,0.96,1.33,,,,,,,,,,,
"gun_17_x1_usa_bb, bc,ca",,432,gun_17_x1,usa,"bb, bc,ca",ny_gun_356_x1,1.32,1.38,1.2,,iowa_gun_406_x1,0.94,0.97,1.27,,iowa_gun_406_x1,0.95,0.99,1.29,,iowa_gun_406_x1,0.969,1,1.31,,iowa_gun_406_x1,0.98,1.02,1.33,,,,,,,,,,,
"gun_17_x2_usa_bb, bc,ca",,432,gun_17_x2,usa,"bb, bc,ca",ny_gun_356_x2,1.32,1.38,1.2,,iowa_gun_406_x2,0.94,0.97,1.27,,iowa_gun_406_x2,0.95,0.99,1.29,,iowa_gun_406_x2,0.969,1,1.31,,iowa_gun_406_x2,0.98,1.02,1.33,,,,,,,,,,,
"gun_17_x3_usa_bb, bc,ca",,432,gun_17_x3,usa,"bb, bc,ca",ny_gun_356_x3,1.32,1.38,1.2,,iowa_gun_406_x3,0.94,0.97,1.27,,iowa_gun_406_x3,0.95,0.99,1.29,,iowa_gun_406_x3,0.969,1,1.31,,iowa_gun_406_x3,0.98,1.02,1.33,,,,,,,,,,,
